-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,162,128
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,810,-1,-1,-1,-1,-1,-1,-1,732,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,224,783,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,197,-1,-1,-1,-1
721,721,721,721,721,721,721,721,722,731,-1,731,783,-1,-1,-1
-1,-1,-1,-1,906,-1,-1,-1,749,-1,-1,-1,-1,-1,-1,-1
906,-1,991,-1,-1,-1,-1,-1,749,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,922,846,749,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,990,-1,-1,-1,749,-1,-1,-1,-1,-1,-1,-1
-1,911,912,-1,-1,-1,-1,-1,749,-1,-1,-1,-1,-1,-1,-1
812,938,939,-1,-1,-1,-1,-1,749,-1,-1,-1,-1,-1,-1,-1
-1,-1,845,-1,932,-1,937,-1,749,-1,-1,-1,-1,-1,-1,-1
-1,906,-1,-1,-1,-1,-1,-1,749,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,906,-1,1014,-1,959,749,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,749,-1,-1,-1,-1,-1,-1,-1
799,992,993,799,799,799,799,799,776,-1,-1,-1,-1,-1,1018,-1
-1,-1,-1,-1,706,-1,-1,-1,-1,-1,-1,-1,731,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,732,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,789,-1,-1,-1,-1
-1,-1,-1,-1,789,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,762,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,788,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,720,721,721,721,739,740,721,721,721,721,721,721,721
-1,-1,-1,747,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,747,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,747,-1,-1,-1,-1,736,-1,714,715,-1,763,-1,-1
-1,-1,-1,747,-1,-1,-1,-1,763,-1,741,742,-1,-1,763,-1
-1,-1,-1,747,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,747,-1,-1,-1,-1,-1,764,-1,-1,737,-1,814,-1
-1,-1,-1,747,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,774,775,775,775,775,775,801,775,775,775,775,775,775
-1,-1,-1,-1,-1,-1,-1,-1,-1,42,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,42,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,788,97,98,17,71,18,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,69,-1,70,18,-1,-1,-1,-1
-1,783,-1,-1,-1,-1,-1,818,-1,-1,-1,69,-1,-1,-1,-1
-1,-1,730,-1,-1,-1,730,-1,-1,-1,-1,789,-1,-1,-1,-1
